clause_id,clause,reply,remark,answer,times_used
26676,All external mounted flasher unit or speaker with stobes shall provide illuminance not less than 110 candela. Provide not in layouts and schematics.,Noted and updated. Refer to FA-001 for fire alarm schematic diagram for details.,Open Closed CLOSED,Noted,2
26677,1. As per schematic drawing the spare capacity is not clealy mentioned there is redundant equivalent back up for every circuit. But alternatively minimum 20% spare circuit and sizing shall be provided.,"Noted,refer FA-005 for Amplifier calculation",Closed Closed CLOSED,Noted,2
26678,"2. As per the schematic the isolator modules provided for ever twenty devices, but on notes it is mentioned for every 15 devices. Please provide isolator modules for every 15 devices.",Noted and updated. Refer to FA-001 for fire alarm schematic diagram for details.,Closed Closed,Noted,2
26679,"3. The interface modules such as IDP-R6, IDP-CM, MM2 are not used in the schematic but the legend sheets reflects the same. Please clarify the modules intended purpose and function. Ensure to provide clear notes on each modules and the functional purpose. Please provide project specific legends only. All interface units must have inbuilt shart circuit isolators as specified in design concept report. MM2 as per legend description is monitoring module why such module s are used to interface access control unit as per layout FA-102.",Noted and updated. Refer to FA-101 to FA-105 & FA-108 for details.,Closed Closed,Noted,2
26680,4.Provide block diagram for panel to panel networking diagram as per concept report the network shall peer to peer networking with CLASS A circuit. The provision of tie-up to other facilities shall be defined.,Noted and updated. Refer to FA-0012 for CBS schematic diagram for details.,Open Closed CLOSED,Noted,2
26681,1. Provide the wiring diagram for the sub-circuit monitoring module for DB level/Circuit level monitoring. The block diagram in SLD is just a concept. Provide detailed wiring diagram.,,Open Open Not updated - OPEN (The reply is not clear. As commented we need the the wiring and connection details between addressable module or switch sensing module built into the fittings to the local DB. How the DB power failure will be indicated to the dedicated light fittings to switch ON.) Details will be provided in the shop drawings.,Comply,2
26682,"All central battery circuir shall be provided with 50% cross wiring pattern, so that any single circuit failure should not affect any room or are having more than one lights. At least 50% lights shall be ON through this redundant cross wiring pattern.",,Closed Closed,,2
26683,"2. Central Battery system to be integrated with Fire Alarm system incase emergency all emergency lights on egress path and near by fire fighting equipments and manual call points, first aid boxes, FHC should be switched ON independent of circuit failures.",,Closed Closed,,2
26684,"3. Provide classification of light fitting as Type-1, Type-2…. Type N or EM 1, EM2…EM n, EX1, EX2… Exn depends upon the are of usage, installation method, ornamental/decorative category, protection rating etc.",Noted and updated. Refer to FA-101 to FA-108 & FA-002 for details.,Closed Closed,Noted,2
26685,"Clarify why MM2 is used for interfacing the access control system generally relay modules are used to interface ACS doors. Notification appliances and MCP are not provided in the garbage room-2nd basement FA-103, BMS Room, GSM Room - FA-104, Waste water tank pump room , FA-101.",Noted and updated. Refer to FA-101 to FA-105 & FA-108 for details.,Closed Closed,Noted,2
26686,Clarify why emergency lights are not provided in service corridor.,Noted and updated. Refer to FA-104 for details.,Open Closed CLOSED,Noted,2
26687,Provide Heat detector inside generator room.,,Open Closed CLOSED,,2
26688,The spacing of the smoke detector should not exceed 9 meters in between two detectors. Refer Lift Lobby.,Noted and updated. Refer to FA-104 for details.,Closed Closed,Noted,2
26689,1. Provide exit signage lights as per FLS escape root strategy which is inline with UAE FLS code and FLS consultant's recommendation.,,Closed Closed,,2
26690,1. Provide software based Sound pressure level calculation a nd STI calculations.,,Closed Closed,,2
26691,1. Provide Manual call point on the entrance of escape stairecase as per UAE FLS code. Relocate as shown below.,Noted and updated. Refer to FA-106 & FA-107 for details.,Closed Closed,Noted,2
26692,2. Provide SPL/STI calculations for the speakers on the typical floor.,,Closed Closed,,2
26693,3. Provide ceiling void smoke detector with remote indicator wherever the void celing height exceeds 800mm as per UAE FLS Code. Provide notes on general notes and legends layouts.,Refer Dwg.No.-FA-105 & FA-001 for details.,Closed Closed,Comply,2
26694,1. Provide smoke detector inside the lobby of apartment 18 typical floor layout.,,Closed Closed,,2
26695,"1.Revise the schematic diagram as per the discussion. As per design guidelines, the FAVE system should be integrated FAVE and Fire Telephone in single enlosure with sub panels in typical floors. The proposed schematic is showing non integrated system which is not inline with design criteia. The concept of separate amplifier in separate enclosure, loop expanders and power out module is not acceptable and subject to failure in case of cable disconnection. The proposed schematic is not complying with design criteria. 1- All sounder circuits must be CLASS A with return path. Show the same in Schematics. 2- Provide panel mounted printer as per design concept and mention in the schematics. 3. All panels in all building must have the fibre optic network card for infrastucture networking. The same shall be mentioned in the main FACP panel of each buildings. 4. The network shall be CLASS A, Peer to Peer network with redundant path. Show the same in Schematics. 5.The network integration shall be seamless network as per design criteria. Clearly mention the same in the drawings / sld 6.Networking via VFC contacts are not acceptable as per design criteria. 7. All smoke detector with sounder base shall be loop powered from FACP. Proposed four wired system is not as per contract specification clause 2.4.G of section 10-MEP specification. Additional 2 core power cable from the Power Supply Units in the FACPs / from remote external power supply units for the operation of these units will not be permitted. The integral sounders will be capable of being individually programmed from the main fire alarm control panels 8. It appears there is no sub-panels. Review the requirement of sub Panel /s and confirm whether all 18 floors can be handled by one FACP. Centralized failure should be ruled out. Consider to provide Master to Master or Master-Slave network concept. 9. If sub Panel provided, it must have microprocessor based control cards network card, amplifiers, power supply units, loop cards etc. and act like a standalone panel in case of network failure between master FACP to sub FACP.",,Open Closed CLOSED,,4
26696,1. Submit SIRA licensed Security Consultant stamped CCTV system drawings drawings for reference.,,Closed Closed,,2
26697,1. Provide seamless integration between access control system and Audio Intercom system for Door lock release.,Noted and updated. Refer to LC-001 & LC-002 for details.,Closed Closed,Noted,2
26698,Audio Intercom distribution box locations are missing in the layouts.,Noted and updated. Refer to LC-106 & LC-107 for details.,Closed Closed,Noted,2
26699,"1. Tie in Point for Electrical, telecom and ELV services shall be coordinated with infrastructre. Accordingly, cable tray shall be coordinated with infrastructure,landscape and MEP services.",,Closed Closed,,2
26700,"2. Confirm whether the MTR, Telecom, & GSM design are as per Taawun regulation & provide the requirements as per lead telecom service provider.",,Closed Closed,,2
26701,"3. Tie in Point for telecom and ELV services shall be coordinated with infrastructre. Accordingly, entry sleeves locations, Man hole location, Underground cable duct route shall be coordinated with infrastructure,landscape and MEP under ground services.",,Closed Closed,,2
26702,4. Define & indicate size the fibre cable which is connect ed between MDF to Mini ODF.,Noted and updated. Refer to T-001 for details.,Closed Closed,Noted,2
26703,5. Provide admin network details and single line diagram. Along with all AC line switches.,Noted and updated. Refer to T-001 for details.,Closed Closed,Noted,2
26704,"1. CBS riser shown in schematic as trunking but in floor plans as CT, to be clarified, recommended to have CT.",Noted and updated. Refer to FA-002 for details.,Closed Closed,Noted,2
26705,2. Fire alarm integration with CBS panel to be shown in schematic.,Noted and updated. Refer to FA-002 for details.,Closed Closed,Noted,2
26706,3. Provision for integration with adjacent building / central monitoring station to be shown in SLD. (networking). Clearly define the scope of networking with other buildings.,Noted and updated. Refer to FA-001 for details.,Open Closed CLOSED,Noted,2
